Date,Close,Change %
2003-02-28,841.15,-42.20%
2003-03-03,834.81,-42.63%
2003-03-04,821.99,-43.51%
2003-03-05,829.85,-42.97%
2003-03-06,822.1,-43.50%
2003-03-07,828.89,-43.04%
2003-03-10,807.48,-44.51%
2003-03-11,800.73,-44.97%
2003-03-12,804.19,-44.74%
2003-03-13,831.9,-42.83%
2003-03-14,833.27,-42.74%
2003-03-17,862.79,-40.71%
2003-03-18,866.45,-40.46%
2003-03-19,874.02,-39.94%
2003-03-20,875.84,-39.81%
2003-03-21,895.9,-38.43%
2003-03-24,864.23,-40.61%
2003-03-25,874.74,-39.89%
2003-03-26,869.95,-40.22%
2003-03-27,868.52,-40.31%
2003-03-28,863.5,-40.66%
2003-03-31,848.18,-41.71%
2003-04-01,858.48,-41.00%
2003-04-02,880.9,-39.46%
2003-04-03,876.45,-39.77%
2003-04-04,878.85,-39.60%
2003-04-07,879.93,-39.53%
2003-04-08,878.29,-39.64%
2003-04-09,865.99,-40.49%
2003-04-10,871.58,-40.10%
2003-04-11,868.3,-40.33%
2003-04-14,885.23,-39.17%
2003-04-15,890.81,-38.78%
2003-04-16,879.91,-39.53%
2003-04-17,893.58,-38.59%
2003-04-21,892.01,-38.70%
2003-04-22,911.37,-37.37%
2003-04-23,919.02,-36.84%
2003-04-24,911.43,-37.37%
2003-04-25,898.81,-38.23%
2003-04-28,914.84,-37.13%
2003-04-29,917.84,-36.93%
2003-04-30,916.92,-36.99%
2003-05-01,916.3,-37.03%
2003-05-02,930.08,-36.08%
2003-05-05,926.55,-36.33%
2003-05-06,934.39,-35.79%
2003-05-07,929.62,-36.12%
2003-05-08,920.27,-36.76%
2003-05-09,933.41,-35.86%
2003-05-12,945.11,-35.05%
2003-05-13,942.3,-35.24%
2003-05-14,939.28,-35.45%
2003-05-15,946.67,-34.94%
2003-05-16,944.3,-35.11%
2003-05-19,920.77,-36.72%
2003-05-20,919.73,-36.80%
2003-05-21,923.42,-36.54%
2003-05-22,931.87,-35.96%
2003-05-23,933.22,-35.87%
2003-05-27,951.48,-34.61%
2003-05-28,953.22,-34.49%
2003-05-29,949.64,-34.74%
2003-05-30,963.59,-33.78%
2003-06-02,967,-33.55%
2003-06-03,971.56,-33.23%
2003-06-04,986.24,-32.23%
2003-06-05,990.14,-31.96%
2003-06-06,987.76,-32.12%
2003-06-09,975.93,-32.93%
2003-06-10,984.84,-32.32%
2003-06-11,997.48,-31.45%
2003-06-12,998.51,-31.38%
2003-06-13,988.61,-32.06%
2003-06-16,1010.74,-30.54%
2003-06-17,1011.66,-30.48%
2003-06-18,1010.09,-30.59%
2003-06-19,994.7,-31.64%
2003-06-20,995.69,-31.58%
2003-06-23,981.64,-32.54%
2003-06-24,983.45,-32.42%
2003-06-25,975.32,-32.98%
2003-06-26,985.82,-32.25%
2003-06-27,976.22,-32.91%
2003-06-30,974.5,-33.03%
2003-07-01,982.32,-32.49%
2003-07-02,993.74,-31.71%
2003-07-03,985.7,-32.26%
2003-07-07,1004.5,-30.97%
2003-07-08,1007.84,-30.74%
2003-07-09,1002.22,-31.13%
2003-07-10,988.67,-32.06%
2003-07-11,998.13,-31.41%
2003-07-14,1003.86,-31.01%
2003-07-15,1000.42,-31.25%
2003-07-16,994.09,-31.69%
2003-07-17,981.73,-32.54%
2003-07-18,993.32,-31.74%
2003-07-21,978.8,-32.74%
2003-07-22,988.1,-32.10%
2003-07-23,988.6,-32.06%
2003-07-24,981.6,-32.54%
2003-07-25,998.68,-31.37%
2003-07-28,996.52,-31.52%
2003-07-29,989.28,-32.02%
2003-07-30,987.65,-32.13%
2003-07-31,990.31,-31.95%
2003-08-01,980.15,-32.64%
2003-08-04,982.82,-32.46%
2003-08-05,965.47,-33.65%
2003-08-06,967.08,-33.54%
2003-08-07,974.12,-33.06%
2003-08-08,977.59,-32.82%
2003-08-11,980.59,-32.61%
2003-08-12,990.35,-31.94%
2003-08-13,984.03,-32.38%
2003-08-14,990.51,-31.93%
2003-08-15,990.68,-31.92%
2003-08-18,999.74,-31.30%
2003-08-19,1002.33,-31.12%
2003-08-20,1000.3,-31.26%
2003-08-21,1003.27,-31.05%
2003-08-22,993.05,-31.76%
2003-08-25,993.71,-31.71%
2003-08-26,996.73,-31.50%
2003-08-27,996.79,-31.50%
2003-08-28,1002.84,-31.08%
2003-08-29,1008.02,-30.73%
2003-09-02,1021.99,-29.77%
2003-09-03,1026.27,-29.47%
2003-09-04,1027.97,-29.36%
2003-09-05,1021.37,-29.81%
2003-09-08,1031.64,-29.11%
2003-09-09,1023.16,-29.69%
2003-09-10,1010.93,-30.53%
2003-09-11,1016.42,-30.15%
2003-09-12,1018.63,-30.00%
2003-09-15,1014.81,-30.26%
2003-09-16,1029.32,-29.26%
2003-09-17,1025.98,-29.49%
2003-09-18,1039.58,-28.56%
2003-09-19,1036.3,-28.78%
2003-09-22,1022.82,-29.71%
2003-09-23,1029.03,-29.28%
2003-09-24,1009.38,-30.63%
2003-09-25,1003.27,-31.05%
2003-09-26,996.85,-31.50%
2003-09-29,1006.59,-30.83%
2003-09-30,995.94,-31.56%
2003-10-01,1018.21,-30.03%
2003-10-02,1020.24,-29.89%
2003-10-03,1029.85,-29.23%
2003-10-06,1034.35,-28.92%
2003-10-07,1039.25,-28.58%
2003-10-08,1033.78,-28.96%
2003-10-09,1038.73,-28.62%
2003-10-10,1038.06,-28.66%
2003-10-13,1045.35,-28.16%
2003-10-14,1049.48,-27.88%
2003-10-15,1046.76,-28.07%
2003-10-16,1050.07,-27.84%
2003-10-17,1039.32,-28.58%
2003-10-20,1044.68,-28.21%
2003-10-21,1046.03,-28.12%
2003-10-22,1030.36,-29.19%
2003-10-23,1033.77,-28.96%
2003-10-24,1028.91,-29.29%
2003-10-27,1031.13,-29.14%
2003-10-28,1046.79,-28.06%
2003-10-29,1048.11,-27.97%
2003-10-30,1046.94,-28.05%
2003-10-31,1050.71,-27.79%
2003-11-03,1059.02,-27.22%
2003-11-04,1053.25,-27.62%
2003-11-05,1051.81,-27.72%
2003-11-06,1058.05,-27.29%
2003-11-07,1053.21,-27.62%
2003-11-10,1047.11,-28.04%
2003-11-11,1046.57,-28.08%
2003-11-12,1058.53,-27.26%
2003-11-13,1058.41,-27.27%
2003-11-14,1050.35,-27.82%
2003-11-17,1043.63,-28.28%
2003-11-18,1034.15,-28.93%
2003-11-19,1042.44,-28.36%
2003-11-20,1033.65,-28.97%
2003-11-21,1035.28,-28.86%
2003-11-24,1052.08,-27.70%
2003-11-25,1053.9,-27.58%
2003-11-26,1058.45,-27.26%
2003-11-28,1058.2,-27.28%
2003-12-01,1070.12,-26.46%
2003-12-02,1066.62,-26.70%
2003-12-03,1064.73,-26.83%
2003-12-04,1069.72,-26.49%
2003-12-05,1061.5,-27.05%
2003-12-08,1069.29,-26.52%
2003-12-09,1060.18,-27.14%
2003-12-10,1059.05,-27.22%
2003-12-11,1071.22,-26.39%
2003-12-12,1074.14,-26.18%
2003-12-15,1068.04,-26.60%
2003-12-16,1075.13,-26.12%
2003-12-17,1076.48,-26.02%
2003-12-18,1089.18,-25.15%
2003-12-19,1088.67,-25.19%
2003-12-22,1092.94,-24.89%
2003-12-23,1096.01,-24.68%
2003-12-24,1094.04,-24.82%
2003-12-26,1095.89,-24.69%
2003-12-29,1109.48,-23.76%
2003-12-30,1109.64,-23.74%
2003-12-31,1111.91,-23.59%
2004-01-02,1108.49,-23.82%
2004-01-05,1122.21,-22.88%
2004-01-06,1123.67,-22.78%
2004-01-07,1126.33,-22.60%
2004-01-08,1131.91,-22.21%
2004-01-09,1121.86,-22.91%
2004-01-12,1127.23,-22.54%
2004-01-13,1121.22,-22.95%
2004-01-14,1130.52,-22.31%
2004-01-15,1132.05,-22.20%
2004-01-16,1139.82,-21.67%
2004-01-20,1138.77,-21.74%
2004-01-21,1147.62,-21.13%
2004-01-22,1143.94,-21.39%
2004-01-23,1141.55,-21.55%
2004-01-26,1155.37,-20.60%
2004-01-27,1144.06,-21.38%
2004-01-28,1128.48,-22.45%
2004-01-29,1134.11,-22.06%
2004-01-30,1131.12,-22.27%
2004-02-02,1135.26,-21.98%
2004-02-03,1136.03,-21.93%
2004-02-04,1126.53,-22.58%
2004-02-05,1128.61,-22.44%
2004-02-06,1142.76,-21.47%
2004-02-09,1139.81,-21.67%
2004-02-10,1145.54,-21.28%
2004-02-11,1157.76,-20.44%
2004-02-12,1152.11,-20.83%
2004-02-13,1145.81,-21.26%
2004-02-17,1156.99,-20.49%
2004-02-18,1151.82,-20.85%
2004-02-19,1147.06,-21.17%
2004-02-20,1144.11,-21.38%
2004-02-23,1140.99,-21.59%
2004-02-24,1139.1,-21.72%
2004-02-25,1143.67,-21.41%
2004-02-26,1144.91,-21.32%
2004-02-27,1144.94,-21.32%
2004-03-01,1155.97,-20.56%
2004-03-02,1149.1,-21.03%
2004-03-03,1145.98,-21.25%
2004-03-04,1154.87,-20.64%
2004-03-05,1156.86,-20.50%
2004-03-08,1147.2,-21.16%
2004-03-09,1140.57,-21.62%
2004-03-10,1123.91,-22.76%
2004-03-11,1106.79,-23.94%
2004-03-12,1120.6,-22.99%
2004-03-15,1104.43,-24.10%
2004-03-16,1110.7,-23.67%
2004-03-17,1123.78,-22.77%
2004-03-18,1122.31,-22.87%
2004-03-19,1109.74,-23.74%
2004-03-22,1095.44,-24.72%
2004-03-23,1093.9,-24.83%
2004-03-24,1091.32,-25.00%
2004-03-25,1109.28,-23.77%
2004-03-26,1108.02,-23.86%
2004-03-29,1122.47,-22.86%
2004-03-30,1127,-22.55%
2004-03-31,1126.21,-22.61%
2004-04-01,1132.17,-22.20%
2004-04-02,1141.8,-21.53%
2004-04-05,1150.54,-20.93%
2004-04-06,1148.17,-21.10%
2004-04-07,1140.48,-21.63%
2004-04-08,1139.33,-21.70%
2004-04-12,1145.22,-21.30%
2004-04-13,1129.42,-22.39%
2004-04-14,1128.17,-22.47%
2004-04-15,1128.84,-22.43%
2004-04-16,1134.56,-22.03%
2004-04-19,1135.84,-21.94%
2004-04-20,1118.09,-23.16%
2004-04-21,1124.12,-22.75%
2004-04-22,1139.95,-21.66%
2004-04-23,1140.6,-21.62%
2004-04-26,1135.5,-21.97%
2004-04-27,1138.12,-21.79%
2004-04-28,1122.41,-22.87%
2004-04-29,1113.88,-23.45%
2004-04-30,1107.24,-23.91%
2004-05-03,1117.56,-23.20%
2004-05-04,1119.51,-23.07%
2004-05-05,1121.58,-22.92%
2004-05-06,1113.99,-23.45%
2004-05-07,1098.7,-24.50%
2004-05-10,1087.12,-25.29%
2004-05-11,1095.45,-24.72%
2004-05-12,1097.28,-24.59%
2004-05-13,1096.44,-24.65%
2004-05-14,1095.7,-24.70%
2004-05-17,1084.1,-25.50%
2004-05-18,1091.49,-24.99%
2004-05-19,1088.68,-25.19%
2004-05-20,1089.19,-25.15%
2004-05-21,1093.56,-24.85%
2004-05-24,1095.41,-24.72%
2004-05-25,1113.05,-23.51%
2004-05-26,1114.94,-23.38%
2004-05-27,1121.28,-22.95%
2004-05-28,1120.68,-22.99%
2004-06-01,1121.2,-22.95%
2004-06-02,1124.99,-22.69%
2004-06-03,1116.64,-23.26%
2004-06-04,1122.5,-22.86%
2004-06-07,1140.42,-21.63%
2004-06-08,1142.18,-21.51%
2004-06-09,1131.33,-22.25%
2004-06-10,1136.47,-21.90%
2004-06-14,1125.29,-22.67%
2004-06-15,1132.01,-22.21%
2004-06-16,1133.56,-22.10%
2004-06-17,1132.05,-22.20%
2004-06-18,1136.85,-21.88%
2004-06-21,1130.3,-22.33%
2004-06-22,1134.41,-22.04%
2004-06-23,1144.06,-21.38%
2004-06-24,1140.65,-21.61%
2004-06-25,1134.43,-22.04%
2004-06-28,1133.35,-22.12%
2004-06-29,1136.2,-21.92%
2004-06-30,1140.84,-21.60%
2004-07-01,1128.94,-22.42%
2004-07-02,1125.38,-22.66%
2004-07-06,1116.21,-23.29%
2004-07-07,1118.33,-23.15%
2004-07-08,1109.11,-23.78%
2004-07-09,1112.81,-23.53%
2004-07-12,1114.35,-23.42%
2004-07-13,1115.14,-23.37%
2004-07-14,1111.47,-23.62%
2004-07-15,1106.69,-23.95%
2004-07-16,1101.39,-24.31%
2004-07-19,1100.9,-24.35%
2004-07-20,1108.67,-23.81%
2004-07-21,1093.88,-24.83%
2004-07-22,1096.84,-24.62%
2004-07-23,1086.2,-25.36%
2004-07-26,1084.07,-25.50%
2004-07-27,1094.83,-24.76%
2004-07-28,1095.42,-24.72%
2004-07-29,1100.43,-24.38%
2004-07-30,1101.72,-24.29%
2004-08-02,1106.62,-23.95%
2004-08-03,1099.69,-24.43%
2004-08-04,1098.63,-24.50%
2004-08-05,1080.7,-25.73%
2004-08-06,1063.97,-26.88%
2004-08-09,1065.22,-26.80%
2004-08-10,1079.04,-25.85%
2004-08-11,1075.79,-26.07%
2004-08-12,1063.23,-26.93%
2004-08-13,1064.8,-26.83%
2004-08-16,1079.34,-25.83%
2004-08-17,1081.71,-25.66%
2004-08-18,1095.17,-24.74%
2004-08-19,1091.23,-25.01%
2004-08-20,1098.35,-24.52%
2004-08-23,1095.68,-24.70%
2004-08-24,1096.19,-24.67%
2004-08-25,1104.96,-24.07%
2004-08-26,1105.09,-24.06%
2004-08-27,1107.77,-23.87%
2004-08-30,1099.15,-24.47%
2004-08-31,1104.24,-24.12%
2004-09-01,1105.91,-24.00%
2004-09-02,1118.31,-23.15%
2004-09-03,1113.63,-23.47%
2004-09-07,1121.3,-22.94%
2004-09-08,1116.27,-23.29%
2004-09-09,1118.38,-23.14%
2004-09-10,1123.92,-22.76%
2004-09-13,1125.82,-22.63%
2004-09-14,1128.33,-22.46%
2004-09-15,1120.37,-23.01%
2004-09-16,1123.5,-22.79%
2004-09-17,1128.55,-22.45%
2004-09-20,1122.2,-22.88%
2004-09-21,1129.3,-22.39%
2004-09-22,1113.56,-23.48%
2004-09-23,1108.36,-23.83%
2004-09-24,1110.11,-23.71%
2004-09-27,1103.52,-24.17%
2004-09-28,1110.06,-23.72%
2004-09-29,1114.8,-23.39%
2004-09-30,1114.58,-23.41%
2004-10-01,1131.5,-22.24%
2004-10-04,1135.17,-21.99%
2004-10-05,1134.48,-22.04%
2004-10-06,1142.05,-21.52%
2004-10-07,1130.65,-22.30%
2004-10-08,1122.14,-22.89%
2004-10-11,1124.39,-22.73%
2004-10-12,1121.84,-22.91%
2004-10-13,1113.65,-23.47%
2004-10-14,1103.29,-24.18%
2004-10-15,1108.2,-23.84%
2004-10-18,1114.02,-23.44%
2004-10-19,1103.23,-24.19%
2004-10-20,1103.66,-24.16%
2004-10-21,1106.49,-23.96%
2004-10-22,1095.74,-24.70%
2004-10-25,1094.8,-24.76%
2004-10-26,1111.09,-23.65%
2004-10-27,1125.4,-22.66%
2004-10-28,1127.44,-22.52%
2004-10-29,1130.2,-22.33%
2004-11-01,1130.51,-22.31%
2004-11-02,1130.56,-22.31%
2004-11-03,1143.2,-21.44%
2004-11-04,1161.67,-20.17%
2004-11-05,1166.17,-19.86%
2004-11-08,1164.89,-19.95%
2004-11-09,1164.08,-20.00%
2004-11-10,1162.91,-20.08%
2004-11-11,1173.48,-19.36%
2004-11-12,1184.17,-18.62%
2004-11-15,1183.81,-18.65%
2004-11-16,1175.43,-19.22%
2004-11-17,1181.94,-18.78%
2004-11-18,1183.55,-18.67%
2004-11-19,1170.34,-19.57%
2004-11-22,1177.24,-19.10%
2004-11-23,1176.94,-19.12%
2004-11-24,1181.76,-18.79%
2004-11-26,1182.65,-18.73%
2004-11-29,1178.57,-19.01%
2004-11-30,1173.82,-19.33%
2004-12-01,1191.37,-18.13%
2004-12-02,1190.33,-18.20%
2004-12-03,1191.17,-18.14%
2004-12-06,1190.25,-18.21%
2004-12-07,1177.08,-19.11%
2004-12-08,1182.81,-18.72%
2004-12-09,1189.24,-18.27%
2004-12-10,1188,-18.36%
2004-12-13,1198.68,-17.63%
2004-12-14,1203.38,-17.30%
2004-12-15,1205.72,-17.14%
2004-12-16,1203.21,-17.31%
2004-12-17,1194.22,-17.93%
2004-12-20,1194.65,-17.90%
2004-12-21,1205.45,-17.16%
2004-12-22,1209.57,-16.88%
2004-12-23,1210.13,-16.84%
2004-12-27,1204.92,-17.20%
2004-12-28,1213.54,-16.60%
2004-12-29,1213.45,-16.61%
2004-12-30,1213.55,-16.60%
2004-12-31,1211.92,-16.72%
2005-01-03,1202.08,-17.39%
2005-01-04,1188.05,-18.36%
2005-01-05,1183.74,-18.65%
2005-01-06,1187.89,-18.37%
2005-01-07,1186.19,-18.48%
2005-01-10,1190.25,-18.21%
2005-01-11,1182.99,-18.70%
2005-01-12,1187.7,-18.38%
2005-01-13,1177.45,-19.09%
2005-01-14,1184.51,-18.60%
2005-01-18,1195.98,-17.81%
2005-01-19,1184.63,-18.59%
2005-01-20,1175.41,-19.23%
2005-01-21,1167.87,-19.74%
2005-01-24,1163.75,-20.03%
2005-01-25,1168.41,-19.71%
2005-01-26,1174.07,-19.32%
2005-01-27,1174.55,-19.28%
2005-01-28,1171.36,-19.50%
2005-01-31,1181.27,-18.82%
2005-02-01,1189.41,-18.26%
2005-02-02,1193.19,-18.00%
2005-02-03,1189.89,-18.23%
2005-02-04,1203.03,-17.33%
2005-02-07,1201.72,-17.42%
2005-02-08,1202.3,-17.38%
2005-02-09,1191.99,-18.09%
2005-02-10,1197.01,-17.74%
2005-02-11,1205.3,-17.17%
2005-02-14,1206.14,-17.11%
2005-02-15,1210.12,-16.84%
2005-02-16,1210.34,-16.82%
2005-02-17,1200.75,-17.48%
2005-02-18,1201.59,-17.43%
2005-02-22,1184.16,-18.62%
2005-02-23,1190.8,-18.17%
2005-02-24,1200.2,-17.52%
2005-02-25,1211.37,-16.75%
2005-02-28,1203.6,-17.29%
2005-03-01,1210.41,-16.82%
2005-03-02,1210.08,-16.84%
2005-03-03,1210.47,-16.82%
2005-03-04,1222.12,-16.02%
2005-03-07,1225.31,-15.80%
2005-03-08,1219.43,-16.20%
2005-03-09,1207.01,-17.05%
2005-03-10,1209.25,-16.90%
2005-03-11,1200.08,-17.53%
2005-03-14,1206.83,-17.07%
2005-03-15,1197.75,-17.69%
2005-03-16,1188.07,-18.36%
2005-03-17,1190.21,-18.21%
2005-03-18,1189.65,-18.25%
2005-03-21,1183.78,-18.65%
2005-03-22,1171.71,-19.48%
2005-03-23,1172.53,-19.42%
2005-03-24,1171.42,-19.50%
2005-03-28,1174.28,-19.30%
2005-03-29,1165.36,-19.92%
2005-03-30,1181.41,-18.81%
2005-03-31,1180.59,-18.87%
2005-04-01,1172.92,-19.40%
2005-04-04,1176.12,-19.18%
2005-04-05,1181.39,-18.81%
2005-04-06,1184.07,-18.63%
2005-04-07,1191.14,-18.14%
2005-04-08,1181.2,-18.83%
2005-04-11,1181.21,-18.83%
2005-04-12,1187.76,-18.38%
2005-04-13,1173.79,-19.34%
2005-04-14,1162.05,-20.14%
2005-04-15,1142.62,-21.48%
2005-04-18,1145.98,-21.25%
2005-04-19,1152.78,-20.78%
2005-04-20,1137.5,-21.83%
2005-04-21,1159.95,-20.29%
2005-04-22,1152.12,-20.83%
2005-04-25,1162.1,-20.14%
2005-04-26,1151.74,-20.85%
2005-04-27,1156.38,-20.53%
2005-04-28,1143.22,-21.44%
2005-04-29,1156.85,-20.50%
2005-05-02,1162.16,-20.14%
2005-05-03,1161.17,-20.20%
2005-05-04,1175.65,-19.21%
2005-05-05,1172.63,-19.42%
2005-05-06,1171.35,-19.50%
2005-05-09,1178.84,-18.99%
2005-05-10,1166.22,-19.86%
2005-05-11,1171.11,-19.52%
2005-05-12,1159.36,-20.33%
2005-05-13,1154.05,-20.69%
2005-05-16,1165.69,-19.89%
2005-05-17,1173.8,-19.34%
2005-05-18,1185.56,-18.53%
2005-05-19,1191.08,-18.15%
2005-05-20,1189.28,-18.27%
2005-05-23,1193.86,-17.96%
2005-05-24,1194.07,-17.94%
2005-05-25,1190.01,-18.22%
2005-05-26,1197.62,-17.70%
2005-05-27,1198.78,-17.62%
2005-05-31,1191.5,-18.12%
2005-06-01,1202.22,-17.38%
2005-06-02,1204.29,-17.24%
2005-06-03,1196.02,-17.81%
2005-06-06,1197.51,-17.71%
2005-06-07,1197.26,-17.72%
2005-06-08,1194.67,-17.90%
2005-06-09,1200.93,-17.47%
2005-06-10,1198.11,-17.67%
2005-06-13,1200.82,-17.48%
2005-06-14,1203.91,-17.27%
2005-06-15,1206.58,-17.08%
2005-06-16,1210.96,-16.78%
2005-06-17,1216.96,-16.37%
2005-06-20,1216.1,-16.43%
2005-06-21,1213.61,-16.60%
2005-06-22,1213.88,-16.58%
2005-06-23,1200.73,-17.49%
2005-06-24,1191.57,-18.11%
2005-06-27,1190.69,-18.18%
2005-06-28,1201.57,-17.43%
2005-06-29,1199.85,-17.55%
2005-06-30,1191.33,-18.13%
2005-07-01,1194.44,-17.92%
2005-07-05,1204.99,-17.19%
2005-07-06,1194.94,-17.88%
2005-07-07,1197.87,-17.68%
2005-07-08,1211.86,-16.72%
2005-07-11,1219.44,-16.20%
2005-07-12,1222.21,-16.01%
2005-07-13,1223.29,-15.93%
2005-07-14,1226.5,-15.71%
2005-07-15,1227.92,-15.62%
2005-07-18,1221.13,-16.08%
2005-07-19,1229.35,-15.52%
2005-07-20,1235.2,-15.12%
2005-07-21,1227.04,-15.68%
2005-07-22,1233.68,-15.22%
2005-07-25,1229.03,-15.54%
2005-07-26,1231.16,-15.39%
2005-07-27,1236.79,-15.01%
2005-07-28,1243.72,-14.53%
2005-07-29,1234.18,-15.19%
2005-08-01,1235.35,-15.11%
2005-08-02,1244.12,-14.50%
2005-08-03,1245.04,-14.44%
2005-08-04,1235.86,-15.07%
2005-08-05,1226.42,-15.72%
2005-08-08,1223.13,-15.95%
2005-08-09,1231.38,-15.38%
2005-08-10,1229.13,-15.53%
2005-08-11,1237.81,-14.94%
2005-08-12,1230.39,-15.45%
2005-08-15,1233.87,-15.21%
2005-08-16,1219.34,-16.21%
2005-08-17,1220.24,-16.14%
2005-08-18,1219.02,-16.23%
2005-08-19,1219.71,-16.18%
2005-08-22,1221.73,-16.04%
2005-08-23,1217.59,-16.33%
2005-08-24,1209.59,-16.88%
2005-08-25,1212.37,-16.69%
2005-08-26,1205.1,-17.18%
2005-08-29,1212.28,-16.69%
2005-08-30,1208.41,-16.96%
2005-08-31,1220.33,-16.14%
2005-09-01,1221.59,-16.05%
2005-09-02,1218.02,-16.30%
2005-09-06,1233.39,-15.24%
2005-09-07,1236.36,-15.04%
2005-09-08,1231.67,-15.36%
2005-09-09,1241.48,-14.68%
2005-09-12,1240.56,-14.75%
2005-09-13,1231.2,-15.39%
2005-09-14,1227.16,-15.67%
2005-09-15,1227.73,-15.63%
2005-09-16,1237.91,-14.93%
2005-09-19,1231.02,-15.40%
2005-09-20,1221.34,-16.07%
2005-09-21,1210.2,-16.83%
2005-09-22,1214.62,-16.53%
2005-09-23,1215.29,-16.48%
2005-09-26,1215.63,-16.46%
2005-09-27,1215.66,-16.46%
2005-09-28,1216.89,-16.37%
2005-09-29,1227.68,-15.63%
2005-09-30,1228.81,-15.56%
2005-10-03,1226.7,-15.70%
2005-10-04,1214.47,-16.54%
2005-10-05,1196.39,-17.78%
2005-10-06,1191.49,-18.12%
2005-10-07,1195.9,-17.82%
2005-10-10,1187.33,-18.41%
2005-10-11,1184.87,-18.58%
2005-10-12,1177.68,-19.07%
2005-10-13,1176.84,-19.13%
2005-10-14,1186.57,-18.46%
2005-10-17,1190.1,-18.22%
2005-10-18,1178.14,-19.04%
2005-10-19,1195.76,-17.83%
2005-10-20,1177.8,-19.06%
2005-10-21,1179.59,-18.94%
2005-10-24,1199.38,-17.58%
2005-10-25,1196.54,-17.77%
2005-10-26,1191.38,-18.13%
2005-10-27,1178.9,-18.99%
2005-10-28,1198.41,-17.64%
2005-10-31,1207.01,-17.05%
2005-11-01,1202.76,-17.35%
2005-11-02,1214.76,-16.52%
2005-11-03,1219.94,-16.17%
2005-11-04,1220.14,-16.15%
2005-11-07,1222.81,-15.97%
2005-11-08,1218.59,-16.26%
2005-11-09,1220.65,-16.12%
2005-11-10,1230.96,-15.41%
2005-11-11,1234.72,-15.15%
2005-11-14,1233.71,-15.22%
2005-11-15,1229.01,-15.54%
2005-11-16,1231.21,-15.39%
2005-11-17,1242.8,-14.59%
2005-11-18,1248.27,-14.22%
2005-11-21,1254.85,-13.77%
2005-11-22,1261.23,-13.33%
2005-11-23,1265.61,-13.03%
2005-11-25,1268.25,-12.85%
2005-11-28,1257.46,-13.59%
2005-11-29,1257.48,-13.59%
2005-11-30,1249.48,-14.14%
2005-12-01,1264.67,-13.09%
2005-12-02,1265.08,-13.06%
2005-12-05,1262.09,-13.27%
2005-12-06,1263.7,-13.16%
2005-12-07,1257.37,-13.59%
2005-12-08,1255.84,-13.70%
2005-12-09,1259.37,-13.46%
2005-12-12,1260.43,-13.38%
2005-12-13,1267.43,-12.90%
2005-12-14,1272.74,-12.54%
2005-12-15,1270.94,-12.66%
2005-12-16,1267.32,-12.91%
2005-12-19,1259.92,-13.42%
2005-12-20,1259.62,-13.44%
2005-12-21,1262.79,-13.22%
2005-12-22,1268.12,-12.85%
2005-12-23,1268.66,-12.82%
2005-12-27,1256.54,-13.65%
2005-12-28,1258.17,-13.54%
2005-12-29,1254.42,-13.80%
2005-12-30,1248.29,-14.22%
2006-01-03,1268.8,-12.81%
2006-01-04,1273.46,-12.49%
2006-01-05,1273.48,-12.49%
2006-01-06,1285.45,-11.66%
2006-01-09,1290.15,-11.34%
2006-01-10,1289.69,-11.37%
2006-01-11,1294.18,-11.06%
2006-01-12,1286.06,-11.62%
2006-01-13,1287.61,-11.51%
2006-01-17,1282.93,-11.84%
2006-01-18,1277.93,-12.18%
2006-01-19,1285.04,-11.69%
2006-01-20,1261.49,-13.31%
2006-01-23,1263.82,-13.15%
2006-01-24,1266.86,-12.94%
2006-01-25,1264.68,-13.09%
2006-01-26,1273.83,-12.46%
2006-01-27,1283.72,-11.78%
2006-01-30,1285.2,-11.68%
2006-01-31,1280.08,-12.03%
2006-02-01,1282.46,-11.87%
2006-02-02,1270.84,-12.67%
2006-02-03,1264.03,-13.14%
2006-02-06,1265.02,-13.07%
2006-02-07,1254.78,-13.77%
2006-02-08,1265.65,-13.02%
2006-02-09,1263.78,-13.15%
2006-02-10,1266.99,-12.93%
2006-02-13,1262.86,-13.22%
2006-02-14,1275.53,-12.34%
2006-02-15,1280,-12.04%
2006-02-16,1289.38,-11.39%
2006-02-17,1287.24,-11.54%
2006-02-21,1283.04,-11.83%
2006-02-22,1292.67,-11.17%
2006-02-23,1287.79,-11.50%
2006-02-24,1289.43,-11.39%
2006-02-27,1294.12,-11.07%
2006-02-28,1280.66,-11.99%
2006-03-01,1291.24,-11.27%
2006-03-02,1289.14,-11.41%
2006-03-03,1287.23,-11.54%
2006-03-06,1278.26,-12.16%
2006-03-07,1275.88,-12.32%
2006-03-08,1278.47,-12.14%
2006-03-09,1272.23,-12.57%
2006-03-10,1281.58,-11.93%
2006-03-13,1284.13,-11.75%
2006-03-14,1297.48,-10.84%
2006-03-15,1303.02,-10.46%
2006-03-16,1305.33,-10.30%
2006-03-17,1307.25,-10.17%
2006-03-20,1305.08,-10.31%
2006-03-21,1297.23,-10.85%
2006-03-22,1305.04,-10.32%
2006-03-23,1301.67,-10.55%
2006-03-24,1302.95,-10.46%
2006-03-27,1301.61,-10.55%
2006-03-28,1293.23,-11.13%
2006-03-29,1302.89,-10.46%
2006-03-30,1300.25,-10.65%
2006-03-31,1294.83,-11.02%
2006-04-03,1297.81,-10.81%
2006-04-04,1305.93,-10.26%
2006-04-05,1311.56,-9.87%
2006-04-06,1309.04,-10.04%
2006-04-07,1295.5,-10.97%
